video_id,comment_id,author_name,author_channel_id,text_display,text_original,like_count,published_at,updated_at
ULgcPz8iXmk,Ugy1mHAloniwAt-CCJp4AaABAg,@LuluLaila-x4w,UCtqTyv_RoMGtlHAz2IdmYTQ,"Inget kata pak ahok , orang miskin jgn lawan org kaya , org kaya jgn lwn pejabat , bangkrut km","Inget kata pak ahok , orang miskin jgn lawan org kaya , org kaya jgn lwn pejabat , bangkrut km",1,2026-01-14T09:40:40Z,2026-01-14T09:40:40Z
ULgcPz8iXmk,UgyhuLkiHi5ljM35ov94AaABAg,@AndrewKesuma,UCebRtfsZ3-kvXL_sbkAbVag,timoty harus dipenjara agar tidak ada  academy academy sampah,timoty harus dipenjara agar tidak ada  academy academy sampah,0,2026-01-14T06:55:00Z,2026-01-14T06:55:00Z
ULgcPz8iXmk,UgypZ7cb1WQdP-IHkCB4AaABAg,@Rianto-wc2ux,UCEeD3ZbjAcaW4AVgaHEFG3Q,"Belinya saat lagi fomo dipucuk dia, maunya cuan instant bang ya.....😂😂😂","Belinya saat lagi fomo dipucuk dia, maunya cuan instant bang ya.....😂😂😂",0,2026-01-13T23:07:45Z,2026-01-13T23:07:45Z
ULgcPz8iXmk,Ugyzz5cSw8xEzjc3aDF4AaABAg,@bermainguys4366,UCtuzZOcinOJHo5ogmbPf5vg,"Ini masalahnya tentang kerugian materi yg diinvestasikan..

Ceritanya :
Sedang ada ujian
Pak guru memberi bocoran ujian pasti benar..
Kemudian hasil ujian bocoran dari pak guru salah semua, dan murid2 dapat nilai 0

Kesimpulannya :
Jika pak guru memberi bocoran mesti mempertanggung jawabkan dong

Lain halnya jika pak guru hanya mengajar dan tidak perlu memberi bocoran itu baru benar...","Ini masalahnya tentang kerugian materi yg diinvestasikan..

Ceritanya :
Sedang ada ujian
Pak guru memberi bocoran ujian pasti benar..
Kemudian hasil ujian bocoran dari pak guru salah semua, dan murid2 dapat nilai 0

Kesimpulannya :
Jika pak guru memberi bocoran mesti mempertanggung jawabkan dong

Lain halnya jika pak guru hanya mengajar dan tidak perlu memberi bocoran itu baru benar...",0,2026-01-13T20:06:11Z,2026-01-13T20:06:11Z
ULgcPz8iXmk,Ugzv4wpeLB7kuU8WQud4AaABAg,@SafRizal-b9z,UCIOaf5QXUFT7YqQM_42hvaw,"Dia lapor karena rugi,coba kalau menang pasti diam ja...","Dia lapor karena rugi,coba kalau menang pasti diam ja...",0,2026-01-13T15:33:12Z,2026-01-13T15:33:12Z
ULgcPz8iXmk,Ugy9r2M2jHyDfkAUd_F4AaABAg,@bangtoba2553,UC53N1mPnXT7Z6aFJGsQN91A,Untung diem² Rungkat Lapor.,Untung diem² Rungkat Lapor.,0,2026-01-13T12:28:10Z,2026-01-13T12:29:32Z
ULgcPz8iXmk,Ugyq-dP4dBznuxrpQpd4AaABAg,@FkrRzq,UCQ1j-f2tpE5a-W27hPUfIlw,"KLO pandangan gue ya secara netral dan gaada memihak manapun, kalau Timothy bilang disclaimer/ Timothy juga masuk dan rungkad dikoin manta berarti sama² apes , kecuali Timothy adalah Dev dari  koin manta , menjanjikan project nya akan bagus tetapi dya malah menjual semua koinnya/ memindahkan ke wallet lain demi keuntungan pribadi dan mengorbankan komunitas baru bisa dibilang PENIPUAN","KLO pandangan gue ya secara netral dan gaada memihak manapun, kalau Timothy bilang disclaimer/ Timothy juga masuk dan rungkad dikoin manta berarti sama² apes , kecuali Timothy adalah Dev dari  koin manta , menjanjikan project nya akan bagus tetapi dya malah menjual semua koinnya/ memindahkan ke wallet lain demi keuntungan pribadi dan mengorbankan komunitas baru bisa dibilang PENIPUAN",0,2026-01-13T12:02:21Z,2026-01-13T12:02:21Z
ULgcPz8iXmk,Ugyru6YJAF97CDfLQOx4AaABAg,@Mewing_CatOfficial,UCO1QxlRX7PlIV28CSOc9fgA,"Pasar itu netral, yang kacau itu diri anda","Pasar itu netral, yang kacau itu diri anda",0,2026-01-13T12:00:44Z,2026-01-13T12:00:44Z
ULgcPz8iXmk,Ugy22fghs2nLbrnRiNV4AaABAg,@Zaka_Trans_Official,UCZzkCrtM50ckOCw2UgNya1g,Lah main sendiri yg di salahin timoty😂,Lah main sendiri yg di salahin timoty😂,0,2026-01-13T11:20:57Z,2026-01-13T11:20:57Z
ULgcPz8iXmk,Ugz46KJGYSAuoQ3lKfF4AaABAg,@imanmds5313,UCdHUytWyejgUm2ZQ1cjZPOQ,"Daftar sendiri, masuk sendiri, pencet sendiri, rungkat nyalahin org lain, sdm yg mem prihatinkan","Daftar sendiri, masuk sendiri, pencet sendiri, rungkat nyalahin org lain, sdm yg mem prihatinkan",0,2026-01-13T10:48:12Z,2026-01-13T10:48:12Z
ULgcPz8iXmk,Ugznka42lL2KDi3ADwF4AaABAg,@romaidar9594,UC5Uq_deHtMrCNHkTvVxDm6Q,Mantap,Mantap,0,2026-01-13T10:44:52Z,2026-01-13T10:44:52Z
ULgcPz8iXmk,UgxVpbrbusajJOdyyPh4AaABAg,@vanessawilliam9570,UCWuRcRFzZJwTW4xXzrYAOcA,"Kalau:
Memberi rekomendasi spesifik
Dalam skema berbayar
Ada ekspektasi keuntungan
➡️ Bisa dianggap:
Penawaran jasa investasi tanpa izin
Atau penipuan, jika ada unsur misleading.

Jadi… menyuruh beli MANTA = financial advising?
Secara substansi: YA, itu bisa dianggap financial advising.
Apalagi jika:
Dilakukan di grup tertutup
Ada positioning “mentor / expert”
Ada klaim potensi profit besar
Peserta awam & percaya otoritas pemberi sinyal
➡️ Inilah inti laporan polisi, bukan sekadar “harga turun”.

Tapi… harga kripto turun kan risiko pasar?
Betul. Turun harga saja ≠ pidana.
Yang membuat bermasalah secara hukum adalah jika terbukti:
Ada misleading statement (janji / framing)
Ada ketimpangan informasi
Ada otoritas semu (“ikut kami”)
Ada kerugian nyata
Ada hubungan sebab-akibat
Kalau semua unsur itu terpenuhi → pidana","Kalau:
Memberi rekomendasi spesifik
Dalam skema berbayar
Ada ekspektasi keuntungan
➡️ Bisa dianggap:
Penawaran jasa investasi tanpa izin
Atau penipuan, jika ada unsur misleading.

Jadi… menyuruh beli MANTA = financial advising?
Secara substansi: YA, itu bisa dianggap financial advising.
Apalagi jika:
Dilakukan di grup tertutup
Ada positioning “mentor / expert”
Ada klaim potensi profit besar
Peserta awam & percaya otoritas pemberi sinyal
➡️ Inilah inti laporan polisi, bukan sekadar “harga turun”.

Tapi… harga kripto turun kan risiko pasar?
Betul. Turun harga saja ≠ pidana.
Yang membuat bermasalah secara hukum adalah jika terbukti:
Ada misleading statement (janji / framing)
Ada ketimpangan informasi
Ada otoritas semu (“ikut kami”)
Ada kerugian nyata
Ada hubungan sebab-akibat
Kalau semua unsur itu terpenuhi → pidana",0,2026-01-13T10:16:49Z,2026-01-13T10:16:49Z
ULgcPz8iXmk,Ugx_cNs86wvisX-5Wml4AaABAg,@garroshhellscream7016,UC2cG5K-tx59ozexao6JRwOQ,"WOI PELAPOR Y BAGI DUIT DONG 3M
BUAT NAMBAHIN STOCK HOT,ROSE,VECHAIN, VTHO,HBAR,XLM,ZIL,RSR DAN SEBAGAINYA","WOI PELAPOR Y BAGI DUIT DONG 3M
BUAT NAMBAHIN STOCK HOT,ROSE,VECHAIN, VTHO,HBAR,XLM,ZIL,RSR DAN SEBAGAINYA",0,2026-01-13T10:05:09Z,2026-01-13T10:05:09Z
ULgcPz8iXmk,UgyauzVs44DA-c6wTMJ4AaABAg,@Maddg,UCi_rrmLEo_RubayymWrd-UA,Ngomong gaya selangit padahal penipu hahaha,Ngomong gaya selangit padahal penipu hahaha,0,2026-01-13T10:01:23Z,2026-01-13T10:01:23Z
ULgcPz8iXmk,UgwpcvElyNJrkerOF3F4AaABAg,@DeniPro-d7n,UCHr8acTxxv66DvOGFn_cpWA,"Polisi semangat kl yg beginian
Pasti kl berhasil jadikan tersangka jatahnya besar","Polisi semangat kl yg beginian
Pasti kl berhasil jadikan tersangka jatahnya besar",0,2026-01-13T07:42:52Z,2026-01-13T07:42:52Z
ULgcPz8iXmk,Ugw5vcl13AGIHZ-1xwl4AaABAg,@luthfidhaiofficial5816,UCV2ziJ_p1kT1jdDEFhDGjQA,Kalah nyalain orang. Giliran menang diem,Kalah nyalain orang. Giliran menang diem,0,2026-01-13T07:19:55Z,2026-01-13T07:19:55Z
ULgcPz8iXmk,UgzKiaF0Y0DD7xGrcdl4AaABAg,@SutejaHendrik,UCSoU51VZIsM8QrpRIh7YrDA,Beli kribo jadi kribo. Salahnya dimana jadi pada kribo?,Beli kribo jadi kribo. Salahnya dimana jadi pada kribo?,0,2026-01-13T06:52:37Z,2026-01-13T06:52:37Z
ULgcPz8iXmk,UgyEioBD2RQNDQby7Rt4AaABAg,@sobattradersembako,UC54xD7MKtiEiqt0WovPNS9g,Tinggal duit mana paling banyak ini wkwk,Tinggal duit mana paling banyak ini wkwk,0,2026-01-13T06:12:09Z,2026-01-13T06:12:09Z
ULgcPz8iXmk,UgwL8FsE0ilDYALYuWl4AaABAg,@gmpmoba5686,UCUT62C2r753hU8ILfRVAy5Q,Penjara in tu orang songong,Penjara in tu orang songong,0,2026-01-13T06:00:50Z,2026-01-13T06:00:50Z
ULgcPz8iXmk,Ugz5w7uCwn3KFDRJhFd4AaABAg,@suciptoap1427,UCqahs6cAlhXK6LZUAG_7Cqg,Yang ngasih kelas tolol apalagi yang ikutin lebih parah ketololan nya😂😂,Yang ngasih kelas tolol apalagi yang ikutin lebih parah ketololan nya😂😂,1,2026-01-13T04:57:34Z,2026-01-13T04:57:34Z
ULgcPz8iXmk,UgwozT8a5KAKkSen25N4AaABAg,@maulanayusuf9525,UCjevoV7pUcdgcS4IrNH15CQ,Ya gk bakal bisa lu jemblosin ke penjara orang dia juga gak salah lu ngeyel juga bekingannya kuat😂,Ya gk bakal bisa lu jemblosin ke penjara orang dia juga gak salah lu ngeyel juga bekingannya kuat😂,0,2026-01-13T02:59:17Z,2026-01-13T02:59:17Z
ULgcPz8iXmk,UgwYk3eQftjzDVUOEmB4AaABAg,@Exoskel2,UCn8uXUFr1SWrBn2mdNr2fLA,Salah satu resiko investasi ya gini. Ngedengerin influencer terus blunder.,Salah satu resiko investasi ya gini. Ngedengerin influencer terus blunder.,1,2026-01-13T02:57:25Z,2026-01-13T02:57:25Z
ULgcPz8iXmk,Ugx-neWC04YHRvEXiXV4AaABAg,@armandogutierrezgg3405,UCjkqVQ636tpAJ7i4QUGEmIg,Ga kaget..karena disini banyak orang greedy..invest mau nya cepat balik..maunya instan,Ga kaget..karena disini banyak orang greedy..invest mau nya cepat balik..maunya instan,0,2026-01-13T02:26:22Z,2026-01-13T02:26:22Z
ULgcPz8iXmk,UgyPF-FJ5TBwlTsybq14AaABAg,@BishopJackyJonatanTully,UC-npAJOWRIwjTRjGjuI7gQw,Pasti pelapor nggak paham resiko krypto😂,Pasti pelapor nggak paham resiko krypto😂,0,2026-01-13T01:59:29Z,2026-01-13T01:59:29Z
ULgcPz8iXmk,UgylkvS6178pWE6TCch4AaABAg,@BishopJackyJonatanTully,UC-npAJOWRIwjTRjGjuI7gQw,"Timothy dan kalimasada ada santai , update status terus 😂😂yg lapor yg kuatir....ketahuan dia siapa? Karena pakai inisial y 😂😂","Timothy dan kalimasada ada santai , update status terus 😂😂yg lapor yg kuatir....ketahuan dia siapa? Karena pakai inisial y 😂😂",0,2026-01-13T01:54:04Z,2026-01-13T01:54:04Z
ULgcPz8iXmk,UgzMbQGb_bJIP1-lKYZ4AaABAg,@ZakiHernowo-x1p,UC0nlOvxMItv4mJxH_y2Wojg,Kasus nih bocah menjadi kasus yang diimpikan pandji pragiwaksono,Kasus nih bocah menjadi kasus yang diimpikan pandji pragiwaksono,0,2026-01-13T01:53:04Z,2026-01-13T01:53:04Z
ULgcPz8iXmk,UgwRZHwUfgTytGQK2Jl4AaABAg,@malakagold,UCw_5QFaEiGnMsxBfPWb-i3A,"kalau masih mental krupuk kaleng, jangan coba² masuk ke dunia ini kawan.","kalau masih mental krupuk kaleng, jangan coba² masuk ke dunia ini kawan.",0,2026-01-13T01:19:24Z,2026-01-13T01:19:24Z
ULgcPz8iXmk,UgzTffE9vxdZAw1IgGh4AaABAg,@TuanFarie,UCqOy4t-uXUHPcYGY9wF-LTQ,"Laaahh di video sebelah Juru Bahasa isyarat ny cowo, kok ini cewe? 
😂😂","Laaahh di video sebelah Juru Bahasa isyarat ny cowo, kok ini cewe? 
😂😂",0,2026-01-13T01:04:19Z,2026-01-13T01:04:19Z
ULgcPz8iXmk,UgzQoDElbhLAUs104bR4AaABAg,@bungjack8400,UCFfwNgftAO9jB0f5XNEVQ2A,Itu paling beli dipucuk kemudian turun kebawah..😂,Itu paling beli dipucuk kemudian turun kebawah..😂,3,2026-01-12T23:22:14Z,2026-01-12T23:22:14Z
ULgcPz8iXmk,Ugy4oNkLfkYQ1koq_b14AaABAg,@AriYanto-w3f3t,UCyFwHRlwR1XFxLT_bGPdMnA,"indra kenz,doni salmanan.yg ngebacot dan pamer kaya raya malah dibui,membusuk di penjara.mungkin bentar lagi ada yg nyusul.","indra kenz,doni salmanan.yg ngebacot dan pamer kaya raya malah dibui,membusuk di penjara.mungkin bentar lagi ada yg nyusul.",2,2026-01-12T21:53:37Z,2026-01-12T21:53:37Z
ULgcPz8iXmk,UgzicjqDG2emX-fHEjN4AaABAg,@GasOtwee,UCEWouUpnkk5XeVjsWduvyTA,Semangat mas Timothy sewa pengajara top uang banyak jangan takut mas saya dukung anda ❤,Semangat mas Timothy sewa pengajara top uang banyak jangan takut mas saya dukung anda ❤,0,2026-01-12T19:34:40Z,2026-01-12T19:34:40Z
ULgcPz8iXmk,UgwGebSAHBvcCU46HDZ4AaABAg,@even_ven,UCwz2qC3kYOvHdyriATiRMUg,"Banyak yg belain tmty  ,apa kabar sekolah 😂","Banyak yg belain tmty  ,apa kabar sekolah 😂",0,2026-01-12T19:33:57Z,2026-01-12T19:33:57Z
ULgcPz8iXmk,Ugyx8ja6AmlxkuEhtOB4AaABAg,@muhamadyasin5989,UC3Sh7zWn4nHInuTWr4z_clg,"Punya uang blm tentu pinter, ini contoh nya punya duit bukan dibuat nambah"" Ilmu di dunia market malah masuk AC berharap bsa fomo nebeng profit😂, minimal pahami analisa dan jangn orng blng A langsung all in A kn tolol wkwkk, analisa sndiri prcaya diri sndiri, orng lain cukup ambil n serap ilmu nya, baru eksekusi sndiri, atas kesadaran sndiri, dngn analisa sndiri, bkn orng lain, gblokk, udh rungkad nyalahin orng lain di bilang nipu:v emng manusia tolol kebelet kaya","Punya uang blm tentu pinter, ini contoh nya punya duit bukan dibuat nambah"" Ilmu di dunia market malah masuk AC berharap bsa fomo nebeng profit😂, minimal pahami analisa dan jangn orng blng A langsung all in A kn tolol wkwkk, analisa sndiri prcaya diri sndiri, orng lain cukup ambil n serap ilmu nya, baru eksekusi sndiri, atas kesadaran sndiri, dngn analisa sndiri, bkn orng lain, gblokk, udh rungkad nyalahin orng lain di bilang nipu:v emng manusia tolol kebelet kaya",2,2026-01-12T17:21:14Z,2026-01-12T17:21:46Z
ULgcPz8iXmk,UgyoKGE6On9UhNjik_B4AaABAg,@Christy426,UCuF9LSpQlfvaEBtaDybXh_w,"Ini komen yg ngebelain buzzer semua, hahaha.","Ini komen yg ngebelain buzzer semua, hahaha.",4,2026-01-12T16:45:49Z,2026-01-12T16:45:49Z
ULgcPz8iXmk,Ugx4y4LvCe7a30YXWEd4AaABAg,@therollingwheelz,UC3mOt2HeHVh1WT_EnyxYv6A,mayan polisi dapet mangsa lagi nih,mayan polisi dapet mangsa lagi nih,1,2026-01-12T16:37:09Z,2026-01-12T16:37:09Z
ULgcPz8iXmk,UgxkR58uh_BJoZkofnR4AaABAg,@andreancum4614,UCfOJQ-6juIVrbFQO9Wj21YA,"yang pencet buy tangan dia sndiri,yang disalahin orang lain😂

Makanya gaush fomo dek😂","yang pencet buy tangan dia sndiri,yang disalahin orang lain😂

Makanya gaush fomo dek😂",12,2026-01-12T16:11:52Z,2026-01-12T16:11:52Z
ULgcPz8iXmk,UgwyOxLujnd56B7B8UV4AaABAg,@gilangramadhan1216,UCA2OD0lSOy1J4l4T-Rowp7Q,Duit segitu mending beli bitcoin,Duit segitu mending beli bitcoin,1,2026-01-12T15:34:05Z,2026-01-12T15:34:05Z
ULgcPz8iXmk,UgwxoP2BFT9JtxHexQp4AaABAg,@Spikezzz89,UCfgzK_vZeqF_iIcWkDH9Irw,"Orng bodo nyalahin orang lain atas , ketidaktahuan nya diri sendiri 😂","Orng bodo nyalahin orang lain atas , ketidaktahuan nya diri sendiri 😂",5,2026-01-12T15:19:44Z,2026-01-12T15:19:44Z
ULgcPz8iXmk,Ugy7fHUg2R32LzXDb5V4AaABAg,@dtzeeor8558,UCO0aFK24NbURxoyJ4w7sqBg,"Biar aku nanya ya,Si Korban Rugi 3 M kan katanya beli aset Manta,Nah pertanyaan gue Gni Dia Beli ini di kasih Signal Beli sm Timoty itu di Iming2 Harga Naik apa Gmn?Crypto kan kaya saham ya Beli Murah Jual mahal..Bukanya kl Harganya turun mash bs Nunggu Naik Kecuali emng Rugg?kl Jatuhnya si Timoty Ini Nyuruh beli dg Niat dia Pngn Kluar dr aset it atau Meminimalkan kerugian yaa dia salah krn menipu..Tp kl yg Rugi 3 M ini cm ikut jd muridnya Timoty tanpa ada paksaan dan Iming2 beli Ya ga masalah..Iyakann iyakan","Biar aku nanya ya,Si Korban Rugi 3 M kan katanya beli aset Manta,Nah pertanyaan gue Gni Dia Beli ini di kasih Signal Beli sm Timoty itu di Iming2 Harga Naik apa Gmn?Crypto kan kaya saham ya Beli Murah Jual mahal..Bukanya kl Harganya turun mash bs Nunggu Naik Kecuali emng Rugg?kl Jatuhnya si Timoty Ini Nyuruh beli dg Niat dia Pngn Kluar dr aset it atau Meminimalkan kerugian yaa dia salah krn menipu..Tp kl yg Rugi 3 M ini cm ikut jd muridnya Timoty tanpa ada paksaan dan Iming2 beli Ya ga masalah..Iyakann iyakan",1,2026-01-12T15:02:18Z,2026-01-12T15:02:18Z
ULgcPz8iXmk,UgwuD74UBnS46VJzcGh4AaABAg,@charistydaeli6196,UCmaAHSF_XgWD9rANX1iWkkA,"Biasa ... Orang sukses di Konoha, jadi banyak yang sakit hati😢","Biasa ... Orang sukses di Konoha, jadi banyak yang sakit hati😢",5,2026-01-12T15:01:20Z,2026-01-12T15:01:20Z
ULgcPz8iXmk,UgypS7EATtHvHUc9Q5B4AaABAg,@husnulrizal2281,UCsR0sqyO0lugvhQ28s9t8pA,"Menurut keyakinan saya;

Dia sudah jujur,
Dari dulu sudah bilang

Sekolah / Academy (crypto) itu adalah scam","Menurut keyakinan saya;

Dia sudah jujur,
Dari dulu sudah bilang

Sekolah / Academy (crypto) itu adalah scam",1,2026-01-12T15:00:51Z,2026-01-12T15:00:51Z
ULgcPz8iXmk,Ugz7suHpo2a4XNu3Iut4AaABAg,@galihmahardhika1030,UCvQUE9sLNoHgLgjvpcsM1yA,Semua itu ada masanya... Roda berputar.... Timoty dan richardlee bukan satu satunya contoh akan hal tsb.... Jauh sebelum itu ada korun yg hartanya ditelan bumi dlm sekejap,Semua itu ada masanya... Roda berputar.... Timoty dan richardlee bukan satu satunya contoh akan hal tsb.... Jauh sebelum itu ada korun yg hartanya ditelan bumi dlm sekejap,2,2026-01-12T15:00:21Z,2026-01-12T15:00:21Z
ULgcPz8iXmk,UgyIVztV22jwVEGvDG54AaABAg,@0x_Saint,UC6Xq3JHc1_abub6oqCiYxaw,yakali kaya ngajak2 😂,yakali kaya ngajak2 😂,3,2026-01-12T14:49:33Z,2026-01-12T14:49:33Z
ULgcPz8iXmk,UgzcU6NKeiBEwtQfSJZ4AaABAg,@BambangTheo-m8p,UCNXWj0wZjbVcZLPCe89Iqmw,Percaya kok ke influencer 😅😂,Percaya kok ke influencer 😅😂,1,2026-01-12T14:18:46Z,2026-01-12T14:18:46Z
ULgcPz8iXmk,UgxgqBhWl6GZ3F4FPZh4AaABAg,@hiburan_random,UCbC-p_V0zYKlH4vwM_qYUfg,"Salah satu resikonya buka kelas, meskipun investasi udah dibilang ada resiko belum tentu semua orang bisa menerimanya, kalau si Timothy dia uang hasil kelas dimasukan aset berisiko klo rugi dia enggak pusing karena uang hasil jualan kelas, klo berhasil investasi nya dipamerin biar makin banyak yg ikut kelas dia","Salah satu resikonya buka kelas, meskipun investasi udah dibilang ada resiko belum tentu semua orang bisa menerimanya, kalau si Timothy dia uang hasil kelas dimasukan aset berisiko klo rugi dia enggak pusing karena uang hasil jualan kelas, klo berhasil investasi nya dipamerin biar makin banyak yg ikut kelas dia",2,2026-01-12T14:07:37Z,2026-01-12T14:07:37Z
ULgcPz8iXmk,UgxmBdA0Gw8cPX3p5KJ4AaABAg,@ParmanSuparman-u2g,UCtKgHOWF0Mrwf_DMiyXrnFg,"Lah iya.. yg lapor gak ngerti nih
Gak paham, literasinya dulu di duluin, gw yakin bgt gak bisa dijerat hukum","Lah iya.. yg lapor gak ngerti nih
Gak paham, literasinya dulu di duluin, gw yakin bgt gak bisa dijerat hukum",8,2026-01-12T14:00:31Z,2026-01-12T14:00:31Z
ULgcPz8iXmk,Ugx0Es7lVS_3h-mT2bF4AaABAg,@abdulbedul6681,UCQr5B1Rmyg-XHaAUhtk7kcA,"Mantaaaaaa,,,","Mantaaaaaa,,,",1,2026-01-12T13:43:12Z,2026-01-12T13:43:12Z
ULgcPz8iXmk,Ugz02mBozVvT3oqJqQB4AaABAg,@lilZiro,UCBiHjJc-gOQCWEvCU9jSIMw,"yang harus di usut tuh para artis dulu kan pernah buat koin"" gorengan 😂","yang harus di usut tuh para artis dulu kan pernah buat koin"" gorengan 😂",5,2026-01-12T13:28:21Z,2026-01-12T13:28:21Z
ULgcPz8iXmk,UgxKiI1XhHreHapUaBN4AaABAg,@Peluangdigital-f3m,UCuXuupjjVs-_qBC6rfRUxQg,Investasi butuh skill bos yang rugi siapa yang di salahin siapa,Investasi butuh skill bos yang rugi siapa yang di salahin siapa,10,2026-01-12T13:23:00Z,2026-01-12T13:23:00Z
ULgcPz8iXmk,UgxoWj2nlpYRexryf1N4AaABAg,@LIIONGXHI,UC1qpAxnKbqx8QDLJ4ekUCPw,😢,😢,1,2026-01-12T10:30:26Z,2026-01-12T10:30:26Z
